Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,48929,6929,85.0,85.0
2,27848,5280,100.0,50.0
3,31640,3328,85.0,85.0
4,65218,3075,64.0,66.0
5,39596,10150,75.0,75.0
6,8735,3512,85.0,85.0

36.96429,Player SVO angle [Deg] :
