Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,7816,2569,85.0,71.0
2,20072,2256,99.7,49.3
3,9200,2119,83.6,85.6
4,19752,2127,71.35,48.149998
5,29215,2352,88.5,61.5
6,70608,10696,96.1,59.1

18.41195,Player SVO angle [Deg] :
