Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,6808,4040,85.0,85.0
2,4777,1683,100.0,50.0
3,124111,2575,85.0,85.0
4,9631,2976,85.0,15.0
5,9024,2008,100.0,50.0
6,8855,0,100.0,50.0

7.8152924,Player SVO angle [Deg] :
