Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8905,1458,85.0,26.2
2,18808,1881,99.55,48.95
3,31704,1425,81.85,86.35
4,39200,1529,81.5,23.5
5,12455,1784,70.0,80.0
6,30280,2505,85.3,84.3

13.637491,Player SVO angle [Deg] :
