Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5960,767,85.0,80.8
2,3415,951,85.45,16.05
3,5457,1530,85.0,85.0
4,14335,2296,65.75,61.75
5,4568,2064,77.0,73.0
6,8336,5344,86.5,81.5

27.97418,Player SVO angle [Deg] :
