Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,7520,2528,85.0,85.0
2,71111,5551,100.0,50.0
3,19239,5775,85.0,85.0
4,73820,13020,50.0,100.0
5,15986,8505,75.0,75.0
6,26104,3537,85.0,85.0

45.0,Player SVO angle [Deg] :
