Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,3992,1376,85.0,85.0
2,7456,2424,100.0,50.0
3,25561,8361,85.0,85.0
4,13655,7471,85.0,15.0
5,7359,3351,100.0,50.0
6,5705,1905,100.0,50.0

7.8152924,Player SVO angle [Deg] :
