Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,20272,9216,85.0,50.0
2,75671,11928,95.2,38.800003
3,20009,3609,85.0,85.0
4,19728,8152,63.3,67.7
5,20951,3727,76.0,74.0
6,9801,2912,90.4,72.4

24.275404,Player SVO angle [Deg] :
