Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,17144,1487,85.0,65.4
2,72888,2050,100.0,50.0
3,35942,2536,85.0,85.0
4,12639,1561,68.2,55.800003
5,27497,1938,87.5,62.5
6,17856,2232,87.85,78.35

24.43991,Player SVO angle [Deg] :
