Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,19960,3441,85.0,85.0
2,150411,24766,95.05,38.45
3,9775,1864,84.3,85.3
4,37913,2465,64.7,64.3
5,10960,2864,50.0,100.0
6,16320,3328,87.7,78.7

42.303604,Player SVO angle [Deg] :
