Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5848,1329,85.0,80.1
2,4304,1672,100.0,50.0
3,6224,1503,82.9,85.9
4,4903,1744,67.5,57.5
5,7016,3599,78.5,71.5
6,4650,1625,88.3,77.3

31.167501,Player SVO angle [Deg] :
