Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,20055,6199,85.0,85.0
2,15640,1713,100.0,50.0
3,79423,23137,85.0,85.0
4,31992,2040,66.45,60.05
5,13376,2609,74.0,76.0
6,55681,8370,86.35,81.85

35.019367,Player SVO angle [Deg] :
