Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8951,3407,85.0,85.0
2,9152,2402,100.0,50.0
3,10504,1897,85.0,85.0
4,69656,1544,64.7,64.3
5,20256,9959,100.0,50.0
6,25128,2409,85.0,85.0

28.50254,Player SVO angle [Deg] :
